USGS_ID ,priority,qty,val,entry_datetime
1203001044,none,19,91.37,2017-06-15 17:47:21
1159001032,medium,37,881.44,2017-07-16 19:38:27
1155000001,high,55,995.13,2017-05-03 07:46:09
1245001031,high,33,44.94,2017-03-15 23:50:24
1203001062,low,2,576.22,2017-07-15 15:35:26
1155000004,low,23,957.29,2017-04-16 07:14:51
1405001001,none,91,886.88,2017-01-03 15:32:48
1031001008,none,72,970.67,2017-05-24 07:13:20
1159001010,high,80,451.74,2017-02-26 10:57:21
1050000004,high,46,344.81,2017-07-29 23:45:21
1203001051,high,86,445.74,2017-06-23 23:21:09
1245001025,low,6,124.55,2017-02-12 04:24:21
1245001001,low,80,254.5,2017-01-15 21:47:25
1203001009,high,38,47.39,2017-02-03 22:11:38
1074001008,high,35,323.45,2017-06-27 09:11:01
1245001021,medium,39,178.05,2017-01-23 04:58:16
1245001030,high,13,421.44,2017-01-20 02:50:38
1245001055,medium,6,949.29,2017-04-12 13:29:22
1201000004,high,92,270.22,2017-07-20 16:55:14
1245001049,none,42,573.99,2017-02-18 01:59:33
1491001005,medium,26,845.02,2017-05-10 04:32:52
1207001008,low,43,186.37,2017-07-17 09:11:26
1203001004,medium,69,504.47,2017-04-23 20:58:38
1201000004,medium,59,581.22,2017-02-06 22:28:12
1203001054,high,73,556.38,2017-07-24 18:42:19
1203001017,medium,34,505.27,2017-05-30 17:49:01
1159001023,high,54,148.03,2017-04-30 23:35:57
1203001051,high,39,940.44,2017-03-16 13:34:21
1216000001,none,63,729.51,2017-07-27 16:21:47
1351000001,none,50,535.17,2017-07-17 21:24:54
1074001005,high,8,611.45,2017-04-15 10:25:03
1021001003,medium,13,156.81,2017-02-03 05:34:13
1214000001,high,18,638.97,2017-07-17 11:58:53
1161000001,high,66,202.6,2017-05-05 12:42:47
1195001011,low,47,96.95,2017-02-12 16:03:44
3007000001,none,73,204.52,2017-06-06 02:34:54
1421000002,none,66,339.55,2017-02-18 14:09:21
1203001031,low,4,592.33,2017-03-27 02:39:08
1074001011,medium,38,432.94,2017-04-03 02:57:21
1203001041,medium,7,879.14,2017-01-17 11:36:35
1353001007,medium,63,423.39,2017-01-21 17:18:21
1453000001,low,49,116.69,2017-07-17 23:36:12
1050000002,none,66,497.52,2017-04-17 20:27:31
1203001020,high,57,854.7,2017-05-20 07:59:04
1203001024,high,38,522.62,2017-06-13 20:51:33
1195001001,low,94,993.72,2017-03-11 08:13:34
1159001006,high,60,422.98,2017-05-03 05:57:35
1458000001,none,22,180.84,2017-07-08 10:01:35
1203001049,high,74,532.61,2017-06-02 17:31:33
1410000003,medium,63,125.98,2017-06-10 14:48:28
1044000002,low,46,952,2017-01-15 16:59:44
1159001006,high,76,325.66,2017-04-03 08:41:13
1203001055,high,49,618.58,2017-02-16 14:25:24
1353001005,low,88,785.99,2017-04-16 08:09:40
1245001002,low,62,96.97,2017-02-21 18:13:28
1195001012,medium,37,686.04,2017-07-18 01:16:38
1074001001,low,67,719.13,2017-05-14 18:57:30
1201000002,medium,76,381.21,2017-07-14 00:36:46
1159001026,low,21,339.5,2017-04-17 13:25:56
1159001028,medium,96,601.84,2017-04-19 17:46:31
1050000002,medium,73,57.08,2017-02-06 14:09:46
1495000003,none,90,935.28,2017-02-01 06:16:10
1074001001,none,97,940.94,2017-04-01 02:36:33
1203001057,high,39,454.61,2017-05-29 17:18:05
1195001009,high,86,318.32,2017-03-01 16:20:45
1179000001,none,62,718.53,2017-01-12 03:47:01
1353001008,medium,61,359.78,2017-05-01 02:56:00
1031001011,medium,21,876.7,2017-01-17 15:02:21
1259000001,none,74,639.17,2017-03-28 14:10:46
1245001014,low,15,659.51,2017-01-23 07:36:18
1203001055,low,74,801.14,2017-01-13 15:34:32
1031001013,medium,50,824.24,2017-04-03 03:57:00
1216000001,low,50,221.64,2017-01-23 19:48:36
1238000003,low,31,839.69,2017-03-17 16:30:47
1043000001,high,52,215.46,2017-04-29 18:01:48
1380000001,high,66,699.24,2017-02-06 07:27:23
1203001022,medium,69,206.3,2017-01-01 23:08:59
1159001033,medium,78,975.7,2017-06-08 18:19:43
1207001008,low,46,250.17,2017-05-27 17:04:32
1159001007,low,32,361.23,2017-06-12 09:05:18
1246000001,none,35,306.39,2017-04-16 23:55:43
1203001003,none,77,348.76,2017-01-07 10:55:26
1031001007,high,5,571.26,2017-04-27 09:03:48
1031001007,medium,90,420.75,2017-05-12 10:29:35
1077001001,none,45,346.97,2017-05-17 13:26:39
1031001006,none,4,209.36,2017-01-20 01:12:23
1102000001,none,93,681.56,2017-01-20 05:38:50
1203001050,low,3,268,2017-03-01 12:05:20
1037001001,none,77,981.89,2017-02-16 02:30:58
1245001049,medium,51,602.25,2017-04-23 21:20:13
1243001005,medium,99,370.93,2017-05-10 00:25:59
1050000004,medium,99,23.43,2017-02-04 00:19:06
1131000001,medium,34,448.74,2017-04-26 11:41:49
1159001009,none,45,424.6,2017-07-05 14:40:58
1377000002,medium,40,518.08,2017-06-25 02:31:58
1245001036,none,88,933.62,2017-06-12 03:45:48
1243001008,medium,71,624.83,2017-01-24 08:39:29
1207001008,low,59,915.89,2017-05-31 15:58:26
1349000001,high,33,371.73,2017-04-19 23:00:30
1195001009,medium,92,894.96,2017-07-05 16:46:49
1243001006,low,88,651.47,2017-07-19 12:18:35
1245001023,low,45,567.04,2017-05-22 02:23:21
1467000001,low,46,797.08,2017-03-23 03:51:35
1245001025,low,35,752.45,2017-03-27 16:12:20
1245001019,high,91,159.8,2017-05-08 08:16:14
1203001062,medium,76,241.66,2017-02-05 10:33:49
1453000001,none,8,851.18,2017-04-20 22:31:33
1195001002,medium,22,439.37,2017-03-28 09:13:03
1034000002,medium,32,875.74,2017-03-06 18:33:20
1245001049,medium,6,150.05,2017-05-24 10:16:48
1353001002,low,40,744.2,2017-05-11 20:51:06
1061000002,low,60,906.14,2017-07-03 08:24:12
1203001022,high,2,912.24,2017-02-03 03:22:30
1181000003,none,9,71.32,2017-05-26 23:12:45
1245001003,none,15,591.14,2017-04-16 00:17:41
1050000003,medium,34,765.45,2017-04-08 03:52:24
1207001007,none,64,822.39,2017-01-14 00:46:37
3007000002,none,77,570.31,2017-01-29 00:27:08
1000000004,medium,24,152.84,2017-04-02 01:25:04
1179000001,high,55,979.86,2017-03-02 04:37:13
1245001032,none,4,705.52,2017-05-09 03:52:06
1216000002,low,84,433.97,2017-01-03 19:21:46
1037001008,none,32,851.91,2017-03-17 06:20:29
1245001045,none,78,485.67,2017-04-12 15:11:08
1159001012,none,41,268.81,2017-07-26 10:36:45
1245001042,none,19,719.03,2017-05-16 03:25:50
1077001006,none,87,803.29,2017-03-25 21:39:43
1207001005,low,73,500.29,2017-04-30 10:15:01
1074001005,none,69,815.69,2017-07-31 02:53:07
1203001048,none,44,845.98,2017-05-19 07:50:42
1207001009,high,55,304.92,2017-01-08 17:20:06
1074001009,high,73,588.9,2017-07-18 23:03:47
1344000001,low,42,195.52,2017-04-03 19:11:44
1203001016,low,49,638.03,2017-05-02 21:43:53
1022000002,none,83,854.12,2017-04-16 21:44:18
1203001046,none,23,181.27,2017-01-02 23:33:07
1245001029,none,35,942.62,2017-01-25 18:03:50
1155000003,low,48,572.2,2017-06-19 08:34:40
1353001002,none,56,314.99,2017-07-02 16:51:34
1245001003,low,31,851.44,2017-02-18 11:50:41
1207001009,medium,2,225.33,2017-06-14 15:07:26
1366000002,none,77,973.8,2017-07-01 10:19:10
1366000001,high,13,596.3,2017-05-20 06:22:05
1218000001,low,94,111.28,2017-06-27 11:34:38
1077001004,none,86,866.15,2017-06-26 13:57:12
1203001031,none,48,451.08,2017-02-28 20:36:56
1044000002,none,38,94.08,2017-01-09 10:59:50
1281000002,medium,98,498.18,2017-05-25 00:54:50
1245001038,medium,32,888.76,2017-05-21 12:40:36
1353001002,none,73,938.22,2017-03-24 17:06:08
1417000001,high,99,683.68,2017-02-05 10:45:08
1001000003,low,96,898.62,2017-07-08 06:03:05
1448000002,none,46,460.24,2017-01-08 04:58:13
1354000001,low,73,603.19,2017-05-14 17:06:36
1353001010,none,8,440.51,2017-05-17 21:33:36
1491001003,low,31,943.44,2017-05-24 02:43:13
1245001033,low,73,537.28,2017-07-07 06:40:53
1410000001,none,9,965.45,2017-01-04 06:04:44
1203001025,high,1,339,2017-04-01 02:26:52
1201000004,high,86,29.06,2017-07-05 18:13:10
1245001034,none,38,378.38,2017-02-19 16:33:36
1034000002,low,0,177.91,2017-04-12 20:51:48
1245001011,high,66,861.41,2017-03-06 05:29:49
1159001011,low,77,254.68,2017-07-16 00:08:05
1245001009,medium,49,834.49,2017-01-12 00:38:45
1139000001,medium,97,685.25,2017-06-03 07:48:56
1074001006,low,35,661.98,2017-04-22 11:44:01
1159001024,high,35,736.98,2017-04-26 07:53:00
1245001037,none,74,79.35,2017-05-23 01:29:03
1245001030,none,74,828.35,2017-06-11 10:01:15
1495000004,none,78,235.43,2017-07-14 21:31:02
1351000001,none,33,884.68,2017-01-14 19:39:42
1216000002,medium,14,355.2,2017-05-23 15:12:36
1009000002,medium,87,114.2,2017-01-08 05:21:45
1203001051,high,88,191.75,2017-01-23 20:08:56
1159001008,low,66,369.1,2017-03-01 16:51:50
1365000001,medium,30,450.6,2017-02-26 03:12:09
1245001035,high,1,320.89,2017-07-02 05:05:47
1421000001,high,84,624.89,2017-01-02 07:14:57
1238000002,low,34,781.09,2017-02-09 12:23:21
1159001001,medium,58,418.86,2017-01-14 21:13:26
1061000002,none,42,798.61,2017-05-04 07:54:05
1458000002,high,51,370.83,2017-02-17 07:43:03
1074001004,high,4,476.26,2017-05-07 17:41:11
1496000003,high,30,156.88,2017-04-16 22:20:22
1351000001,none,5,998.92,2017-02-05 15:46:45
1491001005,none,92,342.62,2017-07-21 01:04:19
1245001011,high,36,450.71,2017-07-12 23:12:43
1159001018,high,10,492.92,2017-05-12 07:39:04
1203001032,high,42,925.5,2017-05-30 23:56:52
1273000001,medium,76,831.07,2017-06-08 02:51:58
1245001030,none,37,618.02,2017-06-11 18:16:29
1203001023,medium,49,77,2017-05-15 13:36:58
1159001020,high,7,922.02,2017-05-10 20:13:24
1179000001,high,46,269.07,2017-03-03 01:59:22
1074001011,none,33,334.66,2017-03-02 05:32:08
1159001014,none,58,453.2,2017-02-20 07:26:16
1203001050,high,49,19.23,2017-01-03 11:34:47
1232000001,low,42,461.64,2017-03-20 20:38:17
1245001022,medium,38,290.25,2017-05-21 18:24:05
1495000003,high,70,813.27,2017-02-06 22:54:28
1421000002,low,64,681.39,2017-04-05 00:08:56
1159001026,high,28,118.58,2017-07-21 02:18:08
1245001027,none,47,453.55,2017-01-21 03:29:25
1203001020,low,65,788.75,2017-07-18 22:45:31
1245001002,none,59,956.97,2017-05-01 06:02:33
1044000001,none,61,96.93,2017-02-19 14:38:30
1346000001,low,85,987.01,2017-01-18 21:54:28
1353001010,low,43,933.65,2017-06-02 12:50:39
1195001002,medium,79,428.61,2017-06-12 04:59:48
1031001005,medium,66,69.56,2017-06-17 07:39:49
1353001002,low,56,628.22,2017-05-14 06:55:09
1159001015,low,95,707.42,2017-02-11 19:58:15
1245001013,none,75,547.67,2017-01-04 09:14:39
1000000001,low,9,563.96,2017-01-09 06:01:47
1243001003,none,49,161.25,2017-05-08 19:48:10
1238000001,low,11,288.9,2017-03-20 03:00:51
1031001004,medium,61,997.1,2017-06-25 04:11:15
1031001013,high,35,518.21,2017-03-08 09:35:07
1037001006,none,36,84.29,2017-05-11 21:45:43
1195001005,none,59,25.2,2017-07-11 22:19:49
1159001023,low,86,988,2017-05-25 01:43:59
1259000001,high,64,481.02,2017-05-20 07:19:54
1380000002,medium,4,741.06,2017-05-20 17:37:53
1034000001,medium,62,884.03,2017-07-01 00:25:21
1245001056,none,89,198.35,2017-01-27 19:18:11
4053000001,none,34,412.59,2017-01-18 15:20:14
1245001025,low,46,941.99,2017-03-01 08:47:17
1453000001,low,10,444.83,2017-07-06 18:59:15
1203001026,low,46,268.93,2017-03-18 13:37:03
1203001007,none,74,218.74,2017-02-07 22:58:57
1031001002,high,14,686.36,2017-06-06 22:15:31
1159001025,none,51,258.69,2017-03-11 11:56:43
1201000001,low,61,418.08,2017-05-16 22:41:54
1203001004,high,11,237.21,2017-07-27 22:15:51
1031001015,none,5,661.22,2017-06-01 00:07:11
1245001049,low,38,478.93,2017-07-04 17:18:36
1353001004,medium,7,809.14,2017-02-02 21:52:42
1155000004,none,27,691.54,2017-05-12 14:09:00
1377000001,high,42,111.2,2017-02-08 13:39:25
1203001060,high,58,568.76,2017-05-08 04:20:02
1216000003,none,66,770.17,2017-06-04 02:46:36
1491001003,low,86,761.47,2017-05-11 09:29:12
1491001003,medium,57,379.31,2017-03-25 07:13:51
1159001014,low,5,132.22,2017-06-21 19:13:29
1207001003,none,4,361.11,2017-01-15 02:33:02
1203001055,high,37,439.07,2017-04-17 13:27:13
1159001024,medium,32,289.7,2017-01-02 09:15:08
1378000001,none,48,107.38,2017-07-14 05:47:49
1245001045,medium,69,103.34,2017-03-21 00:55:18
1050000003,medium,87,936.01,2017-03-03 12:25:05
1245001008,low,74,547.99,2017-01-26 14:36:25
1195001010,none,81,778.82,2017-03-28 01:54:01
1346000001,low,10,907.53,2017-01-12 01:59:33
1203001041,high,85,934.07,2017-03-02 18:31:36
1203001010,none,38,614.03,2017-07-24 06:16:37
1159001013,medium,56,241.88,2017-04-28 18:06:23
1203001006,low,57,549.6,2017-06-25 02:20:37
1245001017,high,46,620.03,2017-05-23 14:08:30
1201000003,medium,37,671.58,2017-06-12 20:28:15
1245001026,none,19,895.23,2017-05-08 11:57:21
1037001002,low,11,25.94,2017-06-06 03:14:08
1000000007,medium,49,541.49,2017-06-11 07:06:54
1354000001,none,70,262.28,2017-01-10 01:43:38
1491001005,none,26,319.61,2017-02-06 08:38:07
1077001002,low,78,924.28,2017-07-25 21:34:46
1203001038,high,22,490.87,2017-05-14 02:44:30
1421000002,low,17,853.97,2017-08-01 01:17:51
1195001011,medium,16,712.91,2017-06-23 12:17:31
1344000002,none,41,134.12,2017-02-16 19:19:48
1000000001,medium,75,314.8,2017-02-26 14:42:25
1178000001,medium,45,598.93,2017-04-13 11:01:13
1031001013,none,48,239.64,2017-06-21 17:10:16
1159001022,medium,99,757.09,2017-05-11 23:52:25
4053000001,none,30,492.17,2017-05-12 19:05:50
1351000001,low,2,818.26,2017-05-03 12:50:59
1378000002,medium,80,14.58,2017-02-04 17:21:17
1203001053,none,5,177.19,2017-07-15 22:56:38
1353001009,high,49,0.42,2017-05-14 23:38:48
1159001007,high,53,212.53,2017-06-02 01:20:37
1458000001,medium,54,548.1,2017-07-23 09:28:13
1000000002,low,20,247.24,2017-05-26 04:21:40
1495000004,medium,36,557.28,2017-05-05 20:52:36
1203001047,low,64,539.6,2017-02-25 23:30:57
1159001012,high,59,431.59,2017-03-30 06:15:30
1245001036,none,99,895.11,2017-07-27 21:20:41
1001000003,none,96,792.09,2017-06-05 22:56:58
1074001009,high,78,820.35,2017-06-30 22:16:15
1245001016,none,11,157.56,2017-05-06 04:39:37
1281000003,medium,29,647.66,2017-05-15 19:12:13
1178000001,low,4,34.77,2017-04-21 13:54:04
1491001002,low,68,608.27,2017-03-24 20:01:36
1454000001,low,14,330.17,2017-01-03 10:07:44
1074001003,low,46,501.88,2017-06-08 15:22:30
1131000001,medium,1,104.73,2017-05-02 22:30:06
1077001001,low,76,848.55,2017-02-14 08:02:15
1203001047,low,75,878.15,2017-02-02 18:12:42
1245001007,medium,42,32.17,2017-05-10 14:03:12
1243001001,low,94,236.09,2017-06-01 05:41:18
1159001008,high,90,31.35,2017-05-08 07:07:52
1203001061,high,99,24.49,2017-05-25 19:44:33
1495000004,low,33,947.73,2017-02-01 23:04:20
1245001037,none,85,330.66,2017-05-28 18:28:46
1366000003,high,56,886.01,2017-04-29 15:30:57
1203001033,medium,29,585.33,2017-04-23 20:13:23
1159001027,high,41,178.91,2017-05-15 11:09:42
1491001001,none,9,204.25,2017-03-09 23:54:08
1245001024,high,31,299.49,2017-02-14 18:56:06
1207001002,medium,92,323.48,2017-02-02 23:34:16
1159001001,low,57,245.53,2017-05-21 02:24:18
1159001006,low,65,106.47,2017-01-31 12:32:29
1245001031,low,22,560.52,2017-07-19 20:16:51
1159001017,high,40,441.61,2017-01-31 15:30:04
1454000001,low,46,402.33,2017-02-04 01:34:10
1159001032,low,84,303.4,2017-07-31 09:23:53
1021001001,low,84,169.39,2017-04-23 18:54:12
1421000003,high,83,475.43,2017-05-01 01:55:11
3007000002,medium,73,774.66,2017-03-12 08:36:10
1203001028,low,69,239.75,2017-06-07 07:32:54
1195001011,high,64,715.35,2017-03-14 05:12:04
1159001007,low,92,473.24,2017-03-23 10:23:27
1203001046,low,44,23.55,2017-03-05 22:19:02
1203001017,medium,92,721.49,2017-01-13 14:32:38
1203001036,low,63,195.5,2017-01-23 03:27:47
1243001001,none,23,96.03,2017-02-07 12:29:05
1353001006,medium,86,515.91,2017-07-15 23:52:00
1245001004,low,74,411.78,2017-07-22 00:26:01
1001000003,medium,46,579.43,2017-05-27 07:50:43
1203001019,none,63,21.99,2017-07-15 00:07:00
1155000001,none,74,562.68,2017-04-18 10:35:36
1453000001,low,63,627.32,2017-01-10 18:35:39
1159001016,low,64,504.21,2017-02-01 17:51:33
1031001003,none,11,952.73,2017-07-22 05:17:22
1354000001,medium,84,407.97,2017-02-06 20:09:30
1064000002,low,98,49.01,2017-07-04 20:08:39
1203001038,low,71,155.49,2017-07-05 21:41:10
1044000002,none,41,609.34,2017-01-08 17:35:49
1031001015,none,19,951.28,2017-07-22 12:12:59
1022000003,medium,0,249.32,2017-02-17 22:04:42
1181000001,medium,77,722.28,2017-02-10 04:25:51
1207001007,low,24,437.03,2017-06-05 21:55:15
1132000001,low,92,508.41,2017-06-01 13:21:46
1203001061,none,36,32.28,2017-06-09 06:24:28
1467000001,high,75,35.27,2017-06-07 23:51:23
1159001026,medium,55,571.06,2017-01-05 19:46:57
1203001055,medium,2,849.79,2017-07-10 17:44:45
1245001053,medium,20,775.66,2017-05-17 18:47:38
1031001012,none,36,791.34,2017-01-19 23:10:51
1207001002,high,34,556,2017-07-08 10:19:56
1405001002,low,50,323.13,2017-06-08 08:42:56
1243001008,low,79,203.85,2017-06-04 15:23:45
1349000001,low,5,908.28,2017-05-13 13:52:05
1178000001,medium,45,521.87,2017-04-11 05:24:00
1159001020,medium,51,970.04,2017-04-22 00:27:52
1001000002,low,11,848.08,2017-01-26 10:01:30
1245001005,high,54,736.61,2017-05-05 15:23:46
1203001044,low,9,947.31,2017-05-04 12:37:19
1245001032,none,41,424.37,2017-02-15 08:28:39
1245001021,medium,39,860.04,2017-04-17 11:21:31
1380000002,medium,47,942.09,2017-06-23 04:48:02
1454000001,low,26,344.62,2017-03-03 09:36:59
1203001006,high,34,860.78,2017-06-20 05:25:04
1495000003,low,71,11.58,2017-03-11 04:35:10
1064000001,medium,61,917.57,2017-05-11 06:35:16
1467000001,low,60,540.33,2017-06-01 13:04:26
1384001001,high,52,210.12,2017-06-07 19:02:10
1216000003,none,36,926.29,2017-03-31 23:07:15
1203001061,medium,73,726.47,2017-06-11 06:20:54
1074001014,high,72,272.73,2017-05-07 16:52:46
1159001003,low,98,948.73,2017-04-27 05:37:46
1203001026,medium,76,360.04,2017-06-07 23:05:09
1034000002,high,23,409.97,2017-07-07 04:41:20
1203001036,low,76,568.57,2017-05-23 20:19:42
1203001045,none,2,559.68,2017-01-16 09:11:39
1207001009,none,36,620.4,2017-01-06 19:28:23
1245001044,none,31,334.49,2017-07-15 06:38:43
1353001004,high,48,272.34,2017-01-02 00:11:14
1245001053,none,57,962.16,2017-01-05 16:21:48
1203001054,high,64,101.09,2017-01-13 00:57:06
4053000001,medium,80,248.19,2017-06-08 09:40:44
1273000001,high,95,714.74,2017-01-27 00:40:20
1203001062,high,25,656.73,2017-03-25 14:12:32
1245001015,none,41,204.64,2017-04-05 00:19:57
1077001006,medium,83,481.69,2017-05-13 20:57:08
1216000003,none,94,937.45,2017-01-27 11:50:21
1245001008,high,48,415.59,2017-04-26 16:26:14
1077001007,medium,84,396.37,2017-03-21 21:51:15
1495000002,high,29,537.3,2017-07-02 03:43:32
1245001029,none,32,685.33,2017-04-03 14:25:40
1201000003,medium,86,729.18,2017-04-20 04:03:20
1159001012,high,69,538.05,2017-04-20 21:49:22
1207001005,high,6,71.75,2017-01-28 08:23:13
1077001003,medium,53,142.37,2017-06-06 07:09:10
1159001001,high,89,307.64,2017-03-03 05:43:55
1245001034,none,33,787.45,2017-05-14 12:35:10
1037001008,none,95,916.24,2017-03-31 04:43:15
1245001002,low,36,819.24,2017-03-01 07:23:02
1074001001,high,36,696.83,2017-03-08 05:19:12
1201000004,high,29,11.99,2017-01-23 23:24:11
1281000001,medium,38,35.65,2017-05-10 20:30:54
1159001028,low,1,717.18,2017-03-30 10:36:22
1495000003,high,12,902.89,2017-05-25 05:07:10
1245001055,none,19,641.55,2017-03-01 09:18:20
1203001053,high,22,517.54,2017-07-04 14:41:19
1245001055,low,3,325,2017-05-22 04:47:22
1074001004,none,74,457.28,2017-04-26 16:50:58
1203001010,medium,59,671.3,2017-05-11 17:51:53
1159001006,high,2,823.72,2017-04-30 12:53:21
1159001018,high,10,652.33,2017-05-26 23:15:09
1410000001,none,42,53.91,2017-03-23 20:16:29
1195001011,low,54,444.46,2017-03-28 09:07:34
1245001049,medium,20,192.04,2017-06-13 12:01:40
1203001001,medium,9,86.76,2017-05-12 14:52:33
1245001008,medium,60,737.91,2017-06-06 14:21:39
1000000002,low,1,183.17,2017-03-26 05:29:18
1245001009,low,60,71.98,2017-04-29 21:20:59
1243001005,none,77,918.57,2017-05-26 19:22:08
1405001003,none,47,659.71,2017-03-25 22:30:07
1203001048,low,81,469,2017-07-10 17:03:37
1458000001,low,54,383.92,2017-04-28 23:06:29
1453000001,low,26,652.05,2017-06-27 09:05:46
1245001025,low,39,380.28,2017-01-13 12:50:29
1203001015,low,61,547.68,2017-07-16 17:42:42
1417000001,high,58,503.09,2017-05-30 11:01:17
1454000001,none,74,494.05,2017-07-30 00:51:31
1195001011,none,26,426.47,2017-06-28 17:03:53
1203001038,high,20,24.76,2017-03-13 13:54:30
1031001006,medium,72,42.34,2017-03-13 04:14:46
1353001004,low,99,62.29,2017-07-11 20:49:37
1203001015,none,24,778.8,2017-07-02 06:32:35
1031001009,medium,97,742,2017-01-24 19:51:17
1155000004,medium,77,64,2017-04-18 13:44:31
1159001031,none,37,122.73,2017-03-02 09:22:22
1380000001,high,22,844.57,2017-04-12 22:18:13
1245001033,high,5,487.7,2017-04-01 21:57:32
1159001027,none,55,545.94,2017-03-22 01:50:30
1074001008,medium,86,249.55,2017-04-02 19:39:54
1378000001,medium,30,689.32,2017-05-14 12:58:32
1001000002,high,4,552.11,2017-03-18 14:15:05
1259000001,medium,46,659.61,2017-05-01 17:06:43
1495000001,none,19,138.58,2017-02-20 12:17:31
1203001033,medium,22,117.02,2017-03-07 07:27:38
1203001025,none,25,475.53,2017-06-11 21:11:25
1195001009,low,81,943.2,2017-04-10 03:04:49
1203001004,none,38,726.39,2017-04-04 19:28:24
1159001025,medium,95,358.5,2017-02-08 04:49:50
1448000001,high,20,150.02,2017-03-13 03:35:43
1195001009,medium,33,434.83,2017-05-07 12:46:05
1074001003,low,52,461.68,2017-06-29 15:08:57
1021001002,medium,76,777.8,2017-04-20 01:11:50
1181000003,high,6,937.44,2017-06-19 03:35:47
1181000002,low,98,822.69,2017-06-03 09:51:16
1203001020,high,31,76.14,2017-06-22 03:12:02
1074001007,high,73,922.81,2017-02-23 18:54:25
1178000001,none,23,365.82,2017-01-27 00:27:21
1180000001,low,23,119.51,2017-06-13 23:13:09
1495000004,none,85,651.96,2017-05-12 07:25:42
1203001049,none,35,993.31,2017-04-18 22:02:16
1218000001,high,82,912.99,2017-02-09 16:51:36
1155000003,medium,39,908.1,2017-06-12 17:09:43
1159001028,high,90,296.39,2017-07-16 16:30:53
1203001041,medium,42,412.76,2017-02-14 12:22:11
1353001003,medium,86,678.65,2017-07-31 17:27:10
